ID,Tipo,SKU,"GTIN, UPC, EAN, or ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Brands,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2
2130,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,12,,Color,Negro,,0,Modelo,iPhone 15 Plus,,0
2131,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,13,,Color,Negro,,0,Modelo,iPhone 16,,0
2132,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,14,,Color,Negro,,0,Modelo,iPhone 16 Pro,,0
2133,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,15,,Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0
2134,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,16,,Color,Negro,,0,Modelo,iPhone 16 Plus,,0
2135,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,17,,Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0
2136,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,18,,Color,Gris,,0,Modelo,iPhone 13 Pro,,0
2137,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,19,,Color,Gris,,0,Modelo,iPhone 15 Pro,,0
2138,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,20,,Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0
2139,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,21,,Color,Gris,,0,Modelo,iPhone 16,,0
2140,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,22,,Color,Gris,,0,Modelo,iPhone 16 Pro,,0
2141,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,23,,Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0
2142,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,24,,Color,Gold,,0,Modelo,iPhone 14 Pro,,0
2143,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,25,,Color,Gold,,0,Modelo,iPhone 14 Pro Max,,0
2144,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,26,,Color,Gold,,0,Modelo,iPhone 15 Pro,,0
2145,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,27,,Color,Gold,,0,Modelo,iPhone 15 Pro Max,,0
2146,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,28,,Color,Gold,,0,Modelo,iPhone 16 Pro,,0
2147,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,29,,Color,Gold,,0,Modelo,iPhone 16 Pro Max,,0
2149,variation,,,Mica de cristal templado acabado mate - iPhone 12,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,1,,Modelo,iPhone 12,,0,,,,
2150,variation,,,Mica de cristal templado acabado mate - iPhone 12 Pro,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,2,,Modelo,iPhone 12 Pro,,0,,,,
2151,variation,,,Mica de cristal templado acabado mate - iPhone 12 Pro Max,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,3,,Modelo,iPhone 12 Pro Max,,0,,,,
2152,variation,,,Mica de cristal templado acabado mate - iPhone 13,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,4,,Modelo,iPhone 13,,0,,,,
2153,variation,,,Mica de cristal templado acabado mate - iPhone 13 Pro,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,5,,Modelo,iPhone 13 Pro,,0,,,,
2154,variation,,,Mica de cristal templado acabado mate - iPhone 13 Pro Max,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,6,,Modelo,iPhone 13 Pro Max,,0,,,,
2155,variation,,,Mica de cristal templado acabado mate - iPhone 14,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,7,,Modelo,iPhone 14,,0,,,,
2156,variation,,,Mica de cristal templado acabado mate - iPhone 14 Pro,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,8,,Modelo,iPhone 14 Pro,,0,,,,
2157,variation,,,Mica de cristal templado acabado mate - iPhone 14 Pro Max,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,9,,Modelo,iPhone 14 Pro Max,,0,,,,
2158,variation,,,Mica de cristal templado acabado mate - iPhone 14 Plus,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,10,,Modelo,iPhone 14 Plus,,0,,,,
2159,variation,,,Mica de cristal templado acabado mate - iPhone 15,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,11,,Modelo,iPhone 15,,0,,,,
2160,variation,,,Mica de cristal templado acabado mate - iPhone 15 Pro,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,12,,Modelo,iPhone 15 Pro,,0,,,,
2161,variation,,,Mica de cristal templado acabado mate - iPhone 15 Pro Max,1,0,visible,,,,,taxable,parent,1,0,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,13,,Modelo,iPhone 15 Pro Max,,0,,,,
2162,variation,,,Mica de cristal templado acabado mate - iPhone 15 Plus,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,14,,Modelo,iPhone 15 Plus,,0,,,,
2163,variation,,,Mica de cristal templado acabado mate - iPhone 16,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,15,,Modelo,iPhone 16,,0,,,,
2164,variation,,,Mica de cristal templado acabado mate - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,16,,Modelo,iPhone 16 Pro,,0,,,,
2165,variation,,,Mica de cristal templado acabado mate - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,17,,Modelo,iPhone 16 Pro Max,,0,,,,
2166,variation,,,Mica de cristal templado acabado mate - iPhone 16 Plus,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,18,,Modelo,iPhone 16 Plus,,0,,,,
2168,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 12,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,1,,Modelo,iPhone 12,,0,,,,
2169,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 12 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,2,,Modelo,iPhone 12 Pro,,0,,,,
2170,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 12 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,3,,Modelo,iPhone 12 Pro Max,,0,,,,
2171,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 13,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,4,,Modelo,iPhone 13,,0,,,,
2172,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 13 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,5,,Modelo,iPhone 13 Pro,,0,,,,
2173,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 13 Pro Max,1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,6,,Modelo,iPhone 13 Pro Max,,0,,,,
2174,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 14,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,7,,Modelo,iPhone 14,,0,,,,
2175,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 14 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,8,,Modelo,iPhone 14 Pro,,0,,,,
2176,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 14 Pro Max,1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,9,,Modelo,iPhone 14 Pro Max,,0,,,,
2177,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 14 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,10,,Modelo,iPhone 14 Plus,,0,,,,
2178,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 15,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,11,,Modelo,iPhone 15,,0,,,,
2179,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 15 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,12,,Modelo,iPhone 15 Pro,,0,,,,
2180,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 15 Pro Max,1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,13,,Modelo,iPhone 15 Pro Max,,0,,,,
2181,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 15 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,14,,Modelo,iPhone 15 Plus,,0,,,,
2182,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 16,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,15,,Modelo,iPhone 16,,0,,,,
2183,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,16,,Modelo,iPhone 16 Pro,,0,,,,
2184,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,17,,Modelo,iPhone 16 Pro Max,,0,,,,
2185,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 16 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,18,,Modelo,iPhone 16 Plus,,0,,,,
2187,variation,,,Mica de cristal templado 9D transparente - iPhone 12,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,1,,Modelo,iPhone 12,,0,,,,
2188,variation,,,Mica de cristal templado 9D transparente - iPhone 12 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,2,,Modelo,iPhone 12 Pro,,0,,,,
2189,variation,,,Mica de cristal templado 9D transparente - iPhone 12 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,3,,Modelo,iPhone 12 Pro Max,,0,,,,
2190,variation,,,Mica de cristal templado 9D transparente - iPhone 13,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,4,,Modelo,iPhone 13,,0,,,,
2191,variation,,,Mica de cristal templado 9D transparente - iPhone 13 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,5,,Modelo,iPhone 13 Pro,,0,,,,
2192,variation,,,Mica de cristal templado 9D transparente - iPhone 13 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,6,,Modelo,iPhone 13 Pro Max,,0,,,,
2193,variation,,,Mica de cristal templado 9D transparente - iPhone 14,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,7,,Modelo,iPhone 14,,0,,,,
2194,variation,,,Mica de cristal templado 9D transparente - iPhone 14 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,8,,Modelo,iPhone 14 Pro,,0,,,,
2195,variation,,,Mica de cristal templado 9D transparente - iPhone 14 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,9,,Modelo,iPhone 14 Pro Max,,0,,,,
2196,variation,,,Mica de cristal templado 9D transparente - iPhone 14 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,10,,Modelo,iPhone 14 Plus,,0,,,,
2197,variation,,,Mica de cristal templado 9D transparente - iPhone 15,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,11,,Modelo,iPhone 15,,0,,,,
2198,variation,,,Mica de cristal templado 9D transparente - iPhone 15 Pro,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,12,,Modelo,iPhone 15 Pro,,0,,,,
2199,variation,,,Mica de cristal templado 9D transparente - iPhone 15 Pro Max,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,13,,Modelo,iPhone 15 Pro Max,,0,,,,
2200,variation,,,Mica de cristal templado 9D transparente - iPhone 15 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,14,,Modelo,iPhone 15 Plus,,0,,,,
2201,variation,,,Mica de cristal templado 9D transparente - iPhone 16,1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,15,,Modelo,iPhone 16,,0,,,,
2202,variation,,,Mica de cristal templado 9D transparente - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,16,,Modelo,iPhone 16 Pro,,0,,,,
2203,variation,,,Mica de cristal templado 9D transparente - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,17,,Modelo,iPhone 16 Pro Max,,0,,,,
2204,variation,,,Mica de cristal templado 9D transparente - iPhone 16 Plus,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,18,,Modelo,iPhone 16 Plus,,0,,,,
2206,variation,,,Protector de cristal templado para módulo de cámara - iPhone 12,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,1,,Modelo,iPhone 12,,0,,,,
2207,variation,,,Protector de cristal templado para módulo de cámara - iPhone 12 Pro / 12 Pro Max,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,2,,Modelo,iPhone 12 Pro / 12 Pro Max,,0,,,,
2208,variation,,,Protector de cristal templado para módulo de cámara - iPhone 13,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,3,,Modelo,iPhone 13,,0,,,,
2209,variation,,,Protector de cristal templado para módulo de cámara - iPhone 13 Pro / 13 Pro Max,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,4,,Modelo,iPhone 13 Pro / 13 Pro Max,,0,,,,
2210,variation,,,Protector de cristal templado para módulo de cámara - iPhone 14 / 14 Plus,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,5,,Modelo,iPhone 14 / 14 Plus,,0,,,,
2211,variation,,,Protector de cristal templado para módulo de cámara - iPhone 14 Pro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,6,,Modelo,iPhone 14 Pro,,0,,,,
2212,variation,,,Protector de cristal templado para módulo de cámara - iPhone 14 Pro Max,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,7,,Modelo,iPhone 14 Pro Max,,0,,,,
2213,variation,,,Protector de cristal templado para módulo de cámara - iPhone 15 / 15 Plus,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,8,,Modelo,iPhone 15 / 15 Plus,,0,,,,
2214,variation,,,Protector de cristal templado para módulo de cámara - iPhone 15 Pro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,9,,Modelo,iPhone 15 Pro,,0,,,,
2215,variation,,,Protector de cristal templado para módulo de cámara - iPhone 15 Pro Max,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,10,,Modelo,iPhone 15 Pro Max,,0,,,,
2216,variation,,,Protector de cristal templado para módulo de cámara - iPhone 16,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,11,,Modelo,iPhone 16,,0,,,,
2217,variation,,,Protector de cristal templado para módulo de cámara - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,12,,Modelo,iPhone 16 Pro,,0,,,,
2218,variation,,,Protector de cristal templado para módulo de cámara - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,13,,Modelo,iPhone 16 Pro Max,,0,,,,
2219,variation,,,Protector de cristal templado para módulo de cámara - iPhone 16 Plus,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,99,149,,,,,,,IUKU0008,,,,,,14,,Modelo,iPhone 16 Plus,,0,,,,
2220,variation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,