ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas,Datos personalizados de Blocksy,Imágenes de variación de Blocksy,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Atributo por defecto 1,Atributo por defecto 2
3570,variation,,,"Adaptador de Carga Samsung - 45w, Negro",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,449,499,,,,https://iuku.store/wp-content/uploads/2025/03/Cargadores-4.jpeg,,,IUKU0009,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Voltaje,45w,,0,Color,Negro,,0,,
3573,variation,,,Cartera Tejido Fino - Azul,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,299,349,,,,,,,IUKU0010,,,,,,3,,,,Color,Azul,,0,,,,,,
3572,variation,,,Cartera Tejido Fino - Cafe,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,299,349,,,,,,,IUKU0010,,,,,,2,,,,Color,Cafe,,0,,,,,,
3571,variation,,,Cartera Tejido Fino - Negro,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,299,349,,,,,,,IUKU0010,,,,,,1,,,,Color,Negro,,0,,,,,,
3072,variation,,,Cartera Tejido Fino - Purpura,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,299,349,,,,,,,IUKU0010,,,,,,4,,,,Color,Purpura,,0,,,,,,
3073,variation,,,Cartera Tejido Fino - Rosa,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,299,349,,,,,,,IUKU0010,,,,,,5,,,,Color,Rosa,,0,,,,,,
2885,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 12 / 12 Pro,,0,,
2886,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 12 Pro Max,,0,,
2887,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 13 / 14,,0,,
2888,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-23.jpeg,,,IUKU0002,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 13 Pro,,0,,
2889,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-23.jpeg,,,IUKU0002,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 13 Pro Max,,0,,
2892,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,8,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 14 Plus,,0,,
2890,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-23.jpeg,,,IUKU0002,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 14 Pro,,0,,
2891,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-23.jpeg,,,IUKU0002,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 14 Pro Max,,0,,
2893,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15,,0,,
2896,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,12,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Plus,,0,,
2894,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,10,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Pro,,0,,
2895,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,11,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Pro Max,,0,,
2897,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-2.jpeg,,,IUKU0002,,,,,,13,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16,,0,,
2900,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-2.jpeg,,,IUKU0002,,,,,,16,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Plus,,0,,
2898,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,14,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Pro,,0,,
2899,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,15,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Pro Max,,0,,
2917,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,33,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0,,
2918,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,34,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 12 Pro Max,,0,,
2919,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,35,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 / 14,,0,,
2920,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,36,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 Pro,,0,,
2921,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,37,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 Pro Max,,0,,
2924,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,40,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 14 Plus,,0,,
2922,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,38,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 14 Pro,,0,,
2923,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,39,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 14 Pro Max,,0,,
2925,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,41,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15,,0,,
2928,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,44,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Plus,,0,,
2926,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,42,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro,,0,,
2927,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,43,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0,,
2929,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,45,,,,Color,Gris,,0,Modelo,iPhone 16,,0,,
2932,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,48,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Plus,,0,,
2930,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,46,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro,,0,,
2931,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,47,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0,,
2901,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,17,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0,,
2902,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,18,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0,,
2903,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,19,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 / 14,,0,,
2904,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,20,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro,,0,,
2905,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,21,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0,,
2908,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,24,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Plus,,0,,
2906,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,22,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro,,0,,
2907,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,23,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0,,
2909,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,25,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15,,0,,
2912,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,28,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Plus,,0,,
2910,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,26,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro,,0,,
2911,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,27,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0,,
2913,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-5.jpeg,,,IUKU0002,,,,,,29,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16,,0,,
2916,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-5.jpeg,,,IUKU0002,,,,,,32,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Plus,,0,,
2914,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,30,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro,,0,,
2915,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,31,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0,,
2991,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,24,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 14 Pro,,0,,
2992,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,25,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 14 Pro Max,,0,,
2993,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,26,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 15 Pro,,0,,
2994,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,27,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 15 Pro Max,,0,,
2995,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,28,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 16 Pro,,0,,
2996,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,29,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 16 Pro Max,,0,,
2984,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,17,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0,,
2985,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,18,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 Pro,,0,,
3487,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,18,,,,Color,Gris,,0,Modelo,iPhone 13 Pro,,0,,
2986,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,19,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro,,0,,
2987,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,20,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0,,
2988,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-8.jpeg,,,IUKU0004,,,,,,21,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16,,0,,
2989,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,22,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro,,0,,
2990,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,23,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0,,
